email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
bmorocco@golddex.com	house	1885	77	74	22135	electric,gas
bmulqueen@mathtouch.com	house	1930	71	70	93552	electric,gas
bmulqueen@y-corporation.com	house	743	70	74	56456	gas
bmyricks@sunnamplex.com	apartment	1257	71	68	51545	electric,gas
bnabours@plusstrip.com	townhome	248			25173	electric,gas
bneither@rangreen.com	house	1702		72	23508	gas
bneither@zotware.com	house	2000	69	75	65636	gas
bnestle@toughzap.com	house	136	78	73	43028	electric
bnestle@warephase.com	townhome	1110		73	24260	electric
bnewville@donware.com	house	2202	73		07970	electric,gas,steam
bnewville@fasehatice.com	modular home	676	72	71	14507	steam
bnunlee@plexzap.com	house	5094	71		50174	gas,liquid fuel
boldroyd@xx-zobam.com	apartment	96	73	72	28585	electric
boles@plexzap.com	condominium	1136	73		72355	electric,gas,liquid fuel
bpadilla@silis.com	townhome	2031	74	72	71965	liquid fuel
bparvis@donware.com	townhome	2788	73	71	35014	electric,gas
bparvis@iselectrics.com	house	925	74		52574	electric
bpatak@inity.com	apartment	942	74	74	74948	gas,liquid fuel
bpelkowski@silis.com	tiny house	188	76		44679	electric
bperin@conecom.com	townhome	1834	67	72	07031	electric
bplumer@doncon.com	modular home	403	67	69	74403	
bpoquette@warephase.com	house	1031	73	69	82411	electric,gas,liquid fuel
bpoullion@opentech.com	apartment	503	72	68	15666	liquid fuel
bpugh@betatech.com	house	3288	73	69	11788	liquid fuel
bradde@warephase.com	apartment	628	74	73	83427	electric
brantanen@betasoloin.com	house	1660	75	74	48081	gas
braymo@nam-zim.com	house	2133		69	95887	electric
brestrepo@conecom.com	modular home	319	72		79738	
briden@dalttechnology.com	house	1181	75		66609	electric,gas
briopelle@zumgoity.com	apartment	917	68		44281	electric
brodefer@domzoom.com	house	1909	71	69	75935	electric,liquid fuel
broyster@konmatfix.com	apartment	766	74	74	60511	gas,liquid fuel
broyster@zencorporation.com	modular home	382			47935	electric
bsamu@newex.com	tiny house	123	76	71	34206	electric
bsamu@warephase.com	house	786	74	76	54742	gas
bsaulter@betatech.com	apartment	400		71	97051	
bschmaltz@bioholding.com	townhome	108	74	72	80309	electric
bschnitzler@warephase.com	house	2523	73	75	24801	electric
bschoeneck@konex.com	condominium	512	68		98154	gas,liquid fuel,steam
bsergi@betasoloin.com	house	1268	75	73	10082	electric,gas
bsergi@kan-code.com	townhome	1353	68	72	67330	electric,steam
bshadrick@dambase.com	townhome	1495	72		99556	steam
bshire@groovestreet.com	apartment	929	72	74	35954	
bsilvestrini@betatech.com	townhome	587	71		14870	gas
bsimilton@konmatfix.com	condominium	1007	74	72	17002	
bspickerman@treequote.com	apartment	1094	69	73	38952	gas
bsteffensmeier@xx-zobam.com	house	1605	69	69	54416	
bstenseth@donquadtech.com	apartment	1004	74	70	82703	steam
bsturiale@kinnamplus.com	house	3407	74	71	14414	liquid fuel
bsuell@plexzap.com	house	877	76	70	85920	electric,gas
bsweely@bioplex.com	apartment	1000	69	74	83215	electric,liquid fuel
bsweely@nam-zim.com	apartment	1283	69	71	65586	electric
bsweely@scotfind.com	house	1240			77612	
btagala@mathtouch.com	apartment	45	68	73	83545	electric,gas,liquid fuel
btheodorov@inity.com	house	988	69	74	08227	electric,steam
btoelkes@isdom.com	apartment	1063	69	72	41015	liquid fuel
btomasulo@kinnamplus.com	house	128	71	72	92275	gas
btoyama@fasehatice.com	apartment	44	67	74	96857	liquid fuel
btoyama@j-texon.com	apartment	1054	74	73	36445	electric,gas
btreston@bioplex.com	house	116	66		38303	electric
btreston@nam-zim.com	apartment	820	75		14082	electric,gas
btreston@streethex.com	apartment	92	70	74	61957	electric,gas,liquid fuel
bturinetti@betasoloin.com	apartment	1440	67	74	27045	electric,liquid fuel
bupthegrove@ontomedia.com	apartment	966	75	71	49821	
bvanausdal@betasoloin.com	modular home	181	71	72	21523	gas,steam
bvanausdal@xx-zobam.com	townhome	3421	77		68923	gas
bvarriano@hatfan.com	house	2901	67	69	79092	liquid fuel
bvenere@fasehatice.com	house	1063	73	69	42378	electric
bvenere@labdrill.com	condominium	651	70		48434	electric,gas,liquid fuel
bvinning@isdom.com	modular home	351			77706	electric,gas,steam
bvizarro@donquadtech.com	house	1695	66	74	30189	
bvocelka@ganjaflex.com	house	443	66	68	32357	electric,gas,liquid fuel
bwalthall@stanredtax.com	house	1296	74	73	36859	gas
bweirather@scottech.com	house	1472	67	73	02713	electric,steam
bwesterbeck@sumace.com	house	1637	69	75	63534	liquid fuel
bwiklund@faxquote.com	condominium	1061	67		29928	steam
bwildfong@sonron.com	house	1217		74	04411	electric,liquid fuel
bwolfgramm@xx-holding.com	apartment	2027	74	73	87517	electric,gas,steam
bwolny@scotfind.com	apartment	1118		73	37316	electric
byaw@plussunin.com	apartment	463	73	75	29624	
bzepp@bioplex.com	modular home	145	76	69	39337	electric
bzurcher@ganjaflex.com	modular home	236			10989	
cabdallah@openlane.com	house	1637	75	75	82723	electric
cacey@plusstrip.com	house	1154	71	76	21225	gas,liquid fuel
cacey@scotfind.com	townhome	1245	74		49074	electric,liquid fuel
cacey@year-job.com	house	2644		76	73558	
cadkin@groovestreet.com	apartment	1317	73	71	81643	electric,liquid fuel
cahle@dalttechnology.com	apartment	837	68	72	95963	electric,gas
camigon@betasoloin.com	apartment	998	72		47933	
camyot@xx-holding.com	house	1622		70	25840	electric
candreason@goodsilron.com	tiny house	74	77	72	16803	liquid fuel
candreason@silis.com	house	66		75	35097	
cangalich@donware.com	condominium	784	67	72	32420	electric
cangalich@golddex.com	townhome	2569	75	76	15278	electric,gas
cankeny@donquadtech.com	house	1820		71	39477	electric,gas
caquas@groovestreet.com	apartment	550	68	71	11940	gas,liquid fuel
caquas@silis.com	modular home	260		75	71280	
carceo@goodsilron.com	apartment	2015	72	72	38238	electric,liquid fuel
casar@iselectrics.com	house	975	76		33664	
cauffrey@finhigh.com	condominium	637	76	72	02143	gas,liquid fuel
cauffrey@scottech.com	apartment	81	64	71	58039	electric,gas
cbaltimore@kan-code.com	apartment	1463	72	72	42223	steam
cbaltimore@lexiqvolax.com	house	1326	76		97008	electric,gas
cbaltimore@statholdings.com	apartment	906	70	72	58602	electric,gas
cbarfield@xx-zobam.com	house	2643	69	72	82334	
cbarfield@zumgoity.com	condominium	655	70	69	63474	gas
cbartolet@green-plus.com	house	2178		73	43416	
cbartolet@scottech.com	house	1242		73	77254	liquid fuel,steam
cbatman@fasehatice.com	house	138	76	73	44216	
cbatman@year-job.com	apartment	1312	70		45055	electric
cbayless@codehow.com	house	2641		75	49081	gas
cbenimadho@finjob.com	house	1045	74	74	74056	electric
cberganza@dontechi.com	house	90	70	71	18328	gas
cbergesen@rangreen.com	condominium	2579	70		71410	electric
cbiddy@cancity.com	townhome	1445	74	75	51574	
cbirkner@hottechi.com	apartment	811	76	71	91340	
cbirkner@opentech.com	modular home	430	78	71	98595	electric,gas
cblackwood@lexiqvolax.com	apartment	1366	68	75	93380	gas
cblackwood@scottech.com	apartment	1781	69		62651	electric,gas
cblunk@groovestreet.com	apartment	598	68		75109	electric,gas
cbookamer@blackzim.com	house	734	72	72	33571	
cboord@lexiqvolax.com	house	1091	75		66203	electric,steam
cborgman@j-texon.com	townhome	1236	73	73	02152	
cbowley@silis.com	apartment	1974	68	74	97865	steam
cbrachle@treequote.com	condominium	1090	73	74	77222	
cbreland@cancity.com	apartment	521	73	72	77014	electric
cbriddick@hottechi.com	townhome	1419	71	72	39632	
cbruschke@year-job.com	house	1321	71	76	33511	gas
cbubash@singletechno.com	apartment	870	71	75	45844	gas
cbutt@scotfind.com	apartment	149	71		31507	electric,gas
cbutzen@condax.com	townhome	1748	73		72082	gas
ccaiafa@finhigh.com	condominium	426			56134	electric,gas,steam
ccallaro@conecom.com	apartment	538	75		28136	gas
ccallaro@doncon.com	apartment	1655	72	70	26151	electric,gas
ccallaro@plusstrip.com	house	1853	74	72	99119	gas,steam
ccalvaresi@blackzim.com	apartment	1369	72	74	31739	electric
ccantres@openlane.com	house	922	75	72	32576	gas
ccantres@yearin.com	apartment	510	75	71	98605	electric,steam
ccartan@newex.com	condominium	866	68	73	25614	electric,steam
ccastros@xx-zobam.com	modular home	464	76	72	12132	electric,liquid fuel
ccetta@scottech.com	house	674	68	69	18847	electric
cchavous@rangreen.com	house	1888		74	70465	electric,steam
cchui@xx-holding.com	apartment	1159	68		70159	gas
ccolaizzo@j-texon.com	house	789		70	26267	
ccomnick@yearin.com	condominium	689	74	71	48469	gas
ccoody@streethex.com	house	1867	74	69	15623	liquid fuel
ccookey@groovestreet.com	house	1228	71	74	92111	electric,liquid fuel,steam
ccorbley@dalttechnology.com	apartment	578	72	71	56433	electric
ccousey@condax.com	house	1801	75	71	47264	electric
ccousey@mathtouch.com	condominium	3465	72	73	96011	electric
ccousey@scotfind.com	house	187	76		28731	steam
ccousey@xx-holding.com	apartment	788	75	72	24971	electric,liquid fuel
ccraghead@opentech.com	house	827	74	72	78016	electric,gas,liquid fuel
ccraghead@scotfind.com	townhome	1452	72	73	48113	electric,gas
ccrupi@rundofase.com	house	1686	69		29368	
ccrupi@sonron.com	apartment	824			79934	electric
cdallen@doncon.com	apartment	840	70		92610	electric
cdegonia@toughzap.com	condominium	875	70		25124	electric,gas,steam
cdegroot@zathunicon.com	apartment	107	71		24486	gas
cdeleo@funholding.com	house	1852	75		16366	gas
cdemesa@finhigh.com	modular home	173	70	70	67628	
cdemesa@openlane.com	apartment	873	73	74	66077	liquid fuel
cdenooyer@betatech.com	townhome	1686		75	65438	electric,gas
cdenooyer@zencorporation.com	house	812		71	12739	electric,liquid fuel
cdhamer@green-plus.com	apartment	652			92317	electric,gas
cdhamer@plusstrip.com	modular home	376		70	18944	gas
cdhamer@statholdings.com	apartment	1057	72	70	72766	electric,gas
cdickerson@konmatfix.com	modular home	678	70	74	04333	electric,gas
cdickerson@labdrill.com	house	2089	71	73	73847	electric,gas
cdickerson@zumgoity.com	house	1411	77	70	59410	electric,gas
cdiestel@ganjaflex.com	townhome	746	77		68020	electric
cdilello@yearin.com	condominium	1275		72	11358	electric
cdiscipio@kan-code.com	apartment	1226	70	71	12456	electric,gas
cdiscipio@ontomedia.com	house	145		73	65067	
cdopico@opentech.com	modular home	421	76	74	63566	gas,liquid fuel
cdopico@plusstrip.com	apartment	1230	76	69	88352	gas
cdorshorst@inity.com	condominium	526	68	74	24502	electric,liquid fuel
cdorshorst@ontomedia.com	house	642	71	74	24604	electric,gas
cdrymon@donquadtech.com	apartment	1211	75	76	98583	electric
cduenas@conecom.com	apartment	1324		75	74525	gas
cengelberg@faxquote.com	condominium	955	76	75	63880	electric
cengelberg@zoomit.com	apartment	984	75	74	76067	electric
cestell@singletechno.com	house	2331	75	68	66949	electric,gas
cfallick@kan-code.com	apartment	1956	71	72	05261	electric,gas
cfallick@labdrill.com	house	115	75	73	03846	gas
cfallick@nam-zim.com	apartment	1489	75	69	18437	gas,liquid fuel,steam
cfallick@zencorporation.com	modular home	67	70	69	58208	gas
cfarrow@cancity.com	modular home	337			95640	gas
cfarrow@finhigh.com	modular home	381		75	54845	gas,liquid fuel,steam
cfarrow@kan-code.com	house	1534	66		66206	
cfarrow@kinnamplus.com	house	1385	74	74	60449	electric
cfarrow@zencorporation.com	apartment	892	64	72	72923	electric
cfeichtner@statholdings.com	apartment	571	71		91737	
cfelger@toughzap.com	house	1264	75		07009	electric,liquid fuel
cfelger@yearin.com	house	1995	76	72	91614	electric,steam
cferencz@stanredtax.com	apartment	1384	70	74	52351	electric
cferencz@xx-zobam.com	house	2349	72	72	43606	electric,liquid fuel,steam
cfern@betatech.com	house	1836	73	69	76005	electric,gas,steam
cfigeroa@gogozoom.com	condominium	1191	75	69	77590	electric
cfillingim@xx-zobam.com	apartment	447	66	75	57702	electric
cfishburne@betasoloin.com	condominium	1660	68		07875	electric,liquid fuel,steam
cflister@sumace.com	modular home	42	75	72	70763	electric,gas,liquid fuel
cfortino@donware.com	condominium	906	68	71	18045	electric,gas
cfrancescon@sumace.com	house	2932	74		92804	electric
cfrankel@faxquote.com	modular home	173		75	67464	gas
cfredicks@rangreen.com	house	3018	64		64126	gas,liquid fuel
cfrerking@scotfind.com	townhome	1851	75		95927	steam
cfrey@cancity.com	house	1417	73	69	13207	electric
cfrey@ron-tech.com	modular home	618	75		22134	
cfritz@plusstrip.com	townhome	1589	68	71	84510	liquid fuel
cgabisi@zumgoity.com	apartment	539	74	71	62988	electric,gas,steam
cgalam@bioplex.com	apartment	1011		68	32924	
cgalam@zumgoity.com	house	2906	69	73	59772	electric
cgarufi@zathunicon.com	house	898	70		96047	electric,gas
cgato@betatech.com	house	1013	73		56549	electric,gas
cgellinger@plusstrip.com	apartment	1499	72	74	17019	electric
cgesick@betatech.com	house	2420	70	73	20026	electric
cgesick@statholdings.com	house	662	70	73	04954	electric,gas
cgibes@doncon.com	townhome	3444	69	75	35013	electric
cgillaspie@ontomedia.com	house	738	68		25871	
cgillian@zoomit.com	apartment	176			88201	electric
cgobern@labdrill.com	apartment	477	76		66427	electric,liquid fuel
cgotter@green-plus.com	condominium	1654		71	31403	
cgreenbush@fasehatice.com	apartment	1146	71	73	94552	electric,liquid fuel,steam
cgreenbush@j-texon.com	house	688	73		20791	electric
cgrenet@doncon.com	condominium	1374	77	75	66966	gas
chagele@codehow.com	apartment	1837	72	71	69168	steam
chagele@treequote.com	house	936	68		24609	
chalsey@yearin.com	apartment	728	75		14504	steam
chalter@doncon.com	townhome	1206			20777	electric
chamilton@ganjaflex.com	house	1688	72	74	68802	electric
chanafan@finjob.com	house	2333	75	72	14610	electric,steam
chanafan@funholding.com	modular home	515	77		77428	gas
charabedian@finjob.com	apartment	1830	71	74	78023	gas
charabedian@sonron.com	house	1608			52361	electric
chellickson@toughzap.com	townhome	1865			84069	
cherritt@fasehatice.com	apartment	688	70	74	59773	electric,gas
cherritt@treequote.com	condominium	1200	72	71	62746	steam
chirpara@betatech.com	house	540	68	72	46380	gas
chirpara@doncon.com	house	1208			60944	gas
chirpara@year-job.com	apartment	543	76		15696	electric
chochard@inity.com	house	1467	65		85725	liquid fuel
choffis@goodsilron.com	condominium	59	68	71	84115	electric,liquid fuel
choneywell@konmatfix.com	apartment	1211			00976	electric
chudnall@stanredtax.com	house	1613	74	76	19716	electric
chughey@silis.com	house	775	72		32334	
chusser@gogozoom.com	house	2764	76	72	41121	gas,steam
chusser@sunnamplex.com	condominium	1224	74	73	28290	
chusser@xx-zobam.com	house	732	73	72	26755	gas
cinouye@hatfan.com	house	725	72	76	47385	gas
cinouye@silis.com	house	717	69		91709	electric
cisenhower@j-texon.com	condominium	1098		75	58000	gas,steam
citurbide@newex.com	house	1194		75	79015	electric,liquid fuel
citurbide@scotfind.com	house	871	73	72	56723	electric,gas
cjeanty@betatech.com	condominium	1225		73	31323	
cjeanty@newex.com	house	510	74	74	68960	gas
cjillson@sunnamplex.com	modular home	600	74		12563	gas
cjuhas@goodsilron.com	apartment	414	76		44177	gas,steam
cjulia@cancity.com	apartment	901	71	76	07823	electric,gas,steam
cjulia@nam-zim.com	apartment	284	75		95327	
cjuvera@dalttechnology.com	apartment	1758		68	90255	electric
cjuvera@donware.com	apartment	474	72	71	65622	electric,gas
ckampa@plexzap.com	house	1093	73	73	21233	electric,gas,liquid fuel
ckannady@ron-tech.com	townhome	1509	72	70	55803	electric,gas,liquid fuel
ckarpel@dontechi.com	apartment	1779	74	75	28573	
ckarpel@singletechno.com	house	2682	74		69169	
ckeetch@cancity.com	apartment	539	75	74	12723	gas,liquid fuel,steam
ckeetch@konex.com	house	1360	67	74	85213	electric,gas
ckeetch@rundofase.com	house	122	71	72	72367	
cketelsen@dalttechnology.com	townhome	1311		72	44866	electric
ckiel@donware.com	house	1237		70	58520	gas
ckiel@ganjaflex.com	apartment	760	70	72	71322	gas
ckiel@toughzap.com	house	527	75	73	48603	gas
ckitzman@lexiqvolax.com	tiny house	179	71	76	92509	electric,steam
cklimek@gogozoom.com	apartment	495	72	71	77450	
cklimek@labdrill.com	modular home	290	75		55956	gas
cklonowski@codehow.com	apartment	1582	70	71	68067	electric,steam
ckohl@betasoloin.com	modular home	870	71		59014	liquid fuel
ckohl@green-plus.com	apartment	164	71	72	27835	
ckonopacki@scotfind.com	house	1960		73	08543	
ckorando@ontomedia.com	townhome	2356	75		60501	
ckusko@rangreen.com	apartment	1107	71		50156	electric,gas
clapage@finjob.com	house	703	74	69	40366	electric
clapage@iselectrics.com	apartment	1007	78	71	53963	liquid fuel
clatzke@scotfind.com	house	1238	71	70	32730	gas,liquid fuel
clayous@inity.com	condominium	1248	71	72	24515	electric
clayous@xx-zobam.com	house	1315	73		05463	
cleinenbach@fasehatice.com	modular home	618	74		75502	
cleinenbach@nam-zim.com	modular home	339	66	75	97264	
climmel@cancity.com	apartment	2574	66		49428	electric
climmel@dontechi.com	modular home	17	73	74	46528	liquid fuel
cliukko@betasoloin.com	apartment	1140	75	73	85606	electric,gas
cloder@bioholding.com	apartment	693	70	74	62950	electric,gas
clother@plexzap.com	house	754	70		94523	electric,gas
clouissant@zumgoity.com	tiny house	97		74	76902	steam
cluczki@silis.com	house	3007	77		50467	liquid fuel
clukasik@blackzim.com	house	1827	70	69	23310	gas
clukasik@rantouch.com	house	851	72	76	48937	electric
cmaclead@iselectrics.com	house	818	75	73	71240	electric
cmai@kan-code.com	house	1292		73	97231	gas,steam
cmaillard@hottechi.com	apartment	668	72		45236	electric
cmaisto@ganjaflex.com	condominium	1547	73	72	54467	electric
cmaisto@y-corporation.com	house	1191	66	71	55060	steam
cmallett@codehow.com	apartment	673	72	71	56464	liquid fuel
cmanno@bioplex.com	condominium	1000	67	75	57457	gas,liquid fuel,steam
cmanno@streethex.com	apartment	2035	76	74	12256	electric,gas
cmarrier@finhigh.com	modular home	390	70		94938	gas,steam
cmarrier@silis.com	townhome	1397	73		48519	
cmastella@conecom.com	condominium	2376	76		39073	electric,gas
cmastella@j-texon.com	townhome	494	76	71	29125	steam
cmastella@openlane.com	house	788	75		84064	gas
cmatuszak@funholding.com	tiny house	174	74		15423	electric,gas,liquid fuel
cmauson@donware.com	townhome	716	76		66021	gas
