household_email	appliance_number	manufacturer_name	model	appliance_type	energy_source	air_handler_types	rpm	eer	hspf	seer	tank_size	temperature	btu
aeanes@rantouch.com	1	Hapjubex  Inc	Empebimover	air_handler	electric	heater	760						6267
aeanes@rantouch.com	2	Reeror		air_handler	electric	heater	1810						6750
aeanes@rantouch.com	3	Adnipover Holdings	Kliwerpopar	water_heater	fuel oil						64.7	120	6968
aeanes@rantouch.com	4	Raphupentor Direct	Reeropower	air_handler		air_conditioner	1570	1.6					6584
aeanes@zotware.com	1	Tiptinar  Inc	Adfropan	air_handler	electric	heater	1240						5192
aeanes@zotware.com	2	Sursipicator  Group		air_handler	gas	heater	1290						11233
aeanes@zotware.com	3	Lomtumower Holdings Corp.		air_handler	electric	heater	1330						9589
aeanes@zotware.com	4	Inquestan	Gromunadar	air_handler	electric	heatpump,heater	1390		15.4	45.5			14841
aennaco@warephase.com	1	Kliwerpedax Holdings Group	Raptumeficator	air_handler	gas	heater	1810						4963
aeroman@sunnamplex.com	1	Emvenazz Holdings	Adweror	air_handler		heatpump	480		27.2	46.5			8683
afallick@konex.com	1	Reeror	Supfropegantor	air_handler		air_conditioner	1470	2.4					6113
afallick@konex.com	2	Monpebistor International	Adtaninistor	air_handler	electric	heater	440						4445
afallick@konex.com	3	Hapdudower Holdings Company	Upnipackex	air_handler		heatpump	2000		25.5	56.3			6688
afallick@ontomedia.com	1	Lomdimin International Company	Unwerax	air_handler		air_conditioner	1820	1.7					4967
afallick@ontomedia.com	2	Hapweristor Holdings Corp.		air_handler		heatpump	500		21.8	38.3			4591
afallick@ontomedia.com	3	Tupfropantor	Parrobower	air_handler		air_conditioner	1000	2.2					4283
afeichtner@green-plus.com	1	Haprobex  Group	Renipicicator	water_heater	gas						53.3	119	5403
afeichtner@green-plus.com	2	Grotanex International Inc	Thrucadinar	air_handler	electric	heater	400						5234
afeichtner@green-plus.com	3	Superinentor International	Endkilistor	water_heater	fuel oil						67.6	106	6186
aferencz@hatfan.com	1	Reerommin Holdings	Truquestor	air_handler	gas	heater,heatpump	1700		20.5	49.2			8363
aferencz@hatfan.com	2	Lomtanover Holdings		air_handler		heatpump	540		18.6	37.2			3946
aferencz@hatfan.com	3	Frojubimicator WorldWide	Tippickanax	air_handler	gas	heater,heatpump	2030		29.6	41.1			9920
aferencz@hatfan.com	4	Parjuban WorldWide Corp.		air_handler	electric	heater,air_conditioner	1410	3.2					7752
afern@xx-holding.com	1	Surwerazz International	Inmunefentor	air_handler	electric	heater	1210						1584
aflister@blackzim.com	1	Trupebin Holdings Group	Grokilentor	air_handler	thermosolar	air_conditioner,heater	560	2.1					8550
aflister@blackzim.com	2	Haptumor Holdings Corp.	Trutumover	air_handler		air_conditioner	1380	2.4					5259
aflister@blackzim.com	3	Frojubupax  Corp.		air_handler		heatpump	550		24.2	35.8			5748
aflosi@cancity.com	1	Tupvenax Direct	Rapkilamazz	air_handler		heatpump	510		25.3	45.9			9374
aflosi@inity.com	1	Emfropicator International Corp.	Adwerollicator	air_handler		heatpump	1140		23.4	43.0			3330
afrancescon@zathunicon.com	1	Truzapicar Direct Corp.	Cipvenan	air_handler		heatpump	420		21.7	46.6			7251
afrancescon@zathunicon.com	2	Varcadewicator	Thruzapimistor	air_handler	electric	heater	1420						7082
afrancescon@zathunicon.com	3	Emfropicator International Corp.		air_handler		air_conditioner	460	11.0					8304
afrankel@year-job.com	1	Rapkilantor International Group	Zeeglibommower	air_handler		heatpump	890		20.3	34.2			5432
afrankel@year-job.com	2	Tipsapopex WorldWide	Klisapplax	air_handler		heatpump	710		21.6	45.5			6421
afrankel@year-job.com	3	Klifropegex  Company	Thrutanefex	air_handler	electric	heater	1040						6784
afredicks@finjob.com	1	Unzapistor International Company	Froerplax	water_heater	gas						87.6	117	13426
afredicks@iselectrics.com	1	Uptumex International		air_handler	thermosolar	heater	1440						1626
afredicks@iselectrics.com	2	Emsapower WorldWide	Rebanazz	air_handler		air_conditioner	540	0.6					1520
afredicks@iselectrics.com	3	Supjubopistor Holdings Group	Parnipamar	water_heater	electric						24.1		1291
afredicks@silis.com	1	Cipmunax		air_handler		air_conditioner	820	1.6					5010
afredicks@silis.com	2	Barquestollicator	Thrukilex	air_handler		air_conditioner	1560	1.5					3296
afredicks@silis.com	3	Tiptumin  Company	Thrubananazz	air_handler		air_conditioner,heatpump	1780	1.7	26.8	52.4			5470
afrerking@donware.com	1	Surwerantor International Company		air_handler		heatpump	1810		19.9	25.8			11693
afrerking@plexzap.com	1	Grofropistor Direct Company	Tuphuponan	air_handler		air_conditioner	650	5.1					9400
afrerking@plexzap.com	2	Unpickewex	Inglibommin	water_heater	electric						96.1	107	7398
afrerking@plexzap.com	3	Cipnipax		water_heater	gas						10.9	155	6994
afrerking@plexzap.com	4	Endtumin	Bartumopar	air_handler		heatpump	760		18.4	37.8			8850
agalam@condax.com	1	Klinipar International Company		air_handler	electric	heater,air_conditioner	440	6.9					8171
agehrett@mathtouch.com	1	Tipvenefar	Emhupentor	air_handler		heatpump	1010		18.0	45.0			7639
agellinger@labdrill.com	1	Upsipazz Holdings Inc	Frorobewantor	water_heater	heat pump						18.7	108	4200
agellinger@labdrill.com	2	Barpickommantor Direct	Uprobupazz	air_handler		heatpump	390		19.9	52.9			5362
agellinger@labdrill.com	3	Tupdimazz Direct		air_handler		air_conditioner,heatpump	450	2.7	17.9	45.6			7254
agellinger@mathtouch.com	1	Surwerpicator	Trubanedgower	air_handler	gas	heater	1090						7866
agellinger@mathtouch.com	2	Thruglibonazz International Group		water_heater	gas						15.1		7791
agellinger@mathtouch.com	3	Varwerpazz Direct	Tupjubegan	air_handler		heatpump	1010		21.5	28.7			7628
agellinger@mathtouch.com	4	Adpickegentor Holdings		air_handler		air_conditioner	810	1.6					6969
agellinger@mathtouch.com	5	Frojubaman Holdings	Inglibicator	air_handler	electric	heater	1730						9500
agellinger@mathtouch.com	6	Surzapefax WorldWide		air_handler		air_conditioner	1650	1.6					6406
agesick@scotfind.com	1	Qwivenepax Holdings	Monsipanicator	air_handler		air_conditioner,heatpump	470	9.7	16.8	47.0			9318
agesick@stanredtax.com	1	Uphupentor Holdings	Rapmunupan	air_handler		heatpump	430		21.4	51.2			18759
agibes@openlane.com	1	Adtanollor  Corp.	Parfroponex	air_handler		heatpump	1730		18.8	40.1			6315
agibes@zathunicon.com	1	Cipbanover WorldWide	Adkilackan	air_handler		heatpump	1900		18.2	39.7			9805
agillian@blackzim.com	1	Supsapommantor WorldWide Inc	Varmunover	water_heater	gas						14.9	139	6777
agillian@blackzim.com	2	Monhupepower Direct Company		air_handler		air_conditioner	1710	1.6					5420
agillian@blackzim.com	3	Bartaneficator WorldWide	Varwerpimentor	air_handler		air_conditioner	800	2.5					7155
agillian@blackzim.com	4	Tippebex International	Lomfropentor	air_handler		heatpump	540		22.1	53.7			6978
agillian@treequote.com	1	Raphupinower		air_handler		air_conditioner	1170	3.3					13180
agillian@treequote.com	2	Adniponan  Corp.	Zeetinistor	air_handler		air_conditioner	1990	2.4					11985
agillian@treequote.com	3	Rapdudackower Holdings Group	Unmunan	air_handler		air_conditioner	1080	2.9					12706
agillian@treequote.com	4	Tippebantor Direct Company	Thruquestex	air_handler		air_conditioner	1000	4.3					10224
agillian@treequote.com	5	Upwerefower International	Trufropar	water_heater	heat pump						43.0		12315
agillian@treequote.com	6	Klitumplor Direct Inc	Rapweranax	air_handler		heatpump	1880		31.8	57.0			9786
agleich@golddex.com	1	Unpickazz WorldWide		air_handler		air_conditioner	870	1.6					6295
agleich@golddex.com	2	Doptaninin Holdings Inc	Monbanupax	water_heater	fuel oil						10.8	132	6552
agleich@golddex.com	3	Rezapupar Direct Company	Emdudupar	air_handler	electric	heater	1790						4489
agleich@golddex.com	4	Tiperefex	Zeepickax	air_handler		heatpump	1800		20.3	46.8			5995
agobern@y-corporation.com	1	Inwerepor  Company	Wintumadin	air_handler	electric	heater,air_conditioner	1530	2.2					9205
agobern@y-corporation.com	2	Trupebistor  Inc	Winweredgin	air_handler	electric	heater	1780						6080
agobern@y-corporation.com	3	Fropebollax WorldWide Group		air_handler		heatpump	1220		17.2	39.9			4668
agobern@y-corporation.com	4	Uppickax Holdings Inc	Doptanplor	air_handler	thermosolar	heater	1410						3652
agoldammer@ontomedia.com	1	Remunegan Holdings	Parmunex	air_handler	gas	heater,heatpump	760		17.8	46.6			7194
agoldammer@zathunicon.com	1	Gromunazz International	Varglibadentor	air_handler	gas	heater	1020						3770
agoldammer@zathunicon.com	2	Supdudex International Inc	Rapglibimentor	air_handler	electric	heater	1850						3314
agoldammer@zathunicon.com	3	Endpebazz Direct Group		air_handler	electric	heatpump,heater	2070		25.3	31.8			5683
agotter@fasehatice.com	1	Uptanover Holdings Company	Zeetumepax	air_handler	electric	heater	2090						4970
agotter@fasehatice.com	2	Emglibistor WorldWide Group	Reerefistor	air_handler		air_conditioner	410	6.5					4215
agotter@fasehatice.com	3	Cipbanover WorldWide		air_handler	gas	air_conditioner,heater	540	2.1					7082
agotter@fasehatice.com	4	Winsapplover	Truvenedover	air_handler	gas	heater	1190						4194
agotter@fasehatice.com	5	Tupericover Holdings	Tupjubupar	air_handler		air_conditioner	730	5.8					3714
agotter@fasehatice.com	6	Trueregentor Holdings Group	Unglibimex	air_handler		heatpump	1680		26.9	59.8			4148
agotter@golddex.com	1	Grosapantor Direct	Thrutinedgentor	air_handler		air_conditioner	680	4.4					10692
agrenet@sunnamplex.com	1	Reerommin Holdings	Qwijubazz	air_handler	electric	heater	1100						14725
agwalthney@statholdings.com	1	Emmunex  Inc	Frokiladover	air_handler		air_conditioner	1660	4.5					19653
ahalsey@conecom.com	1	Parpebefex	Bardudanin	water_heater	gas						53.5	223	4772
ahalsey@conecom.com	2	Adjubilex Holdings Corp.	Qwizapefax	air_handler		air_conditioner,heatpump	420	3.1	21.7	51.7			6980
ahalsey@conecom.com	3	Cipbanower Direct Company	Endweradentor	air_handler	electric	heater	1710						5220
ahalsey@faxquote.com	1	Supnipegistor Direct	Lomkilewan	air_handler		air_conditioner	1250	1.6					6973
ahalsey@faxquote.com	2	Tupvenax Direct	Fropebover	water_heater	electric						43.1		6268
ahalsey@faxquote.com	3	Hapfropentor International Group		air_handler		air_conditioner	470	3.2					6101
ahalter@silis.com	1	Barwerackazz WorldWide Group		air_handler		air_conditioner	2030	1.7					6723
aharnos@condax.com	1	Dopwerpentor Direct Corp.	Vartumower	air_handler	gas	heater	1670						5710
aharnos@condax.com	2	Suprobefax WorldWide Company	Parweredgantor	water_heater	fuel oil						49.2	103	5922
aharnos@condax.com	3	Tupkilplower Direct	Tupfropepantor	air_handler		air_conditioner	1130	2.3					5556
aharnos@condax.com	4	Rapweror	Inwerponin	air_handler		air_conditioner,heatpump	1070	2.5	13.4	40.9			12173
aharnos@condax.com	5	Uptinover	Tipdimexicator	air_handler		air_conditioner	1740	3.9					7509
aharnos@condax.com	6	Qwiweran	Lomjubistor	air_handler	thermosolar	heater	1990						7842
aharnos@condax.com	7	Intanazz Direct Company	Varpebinower	water_heater	heat pump						36.6	96	7876
aharnos@condax.com	8	Winrobonover International	Cipglibefan	air_handler		air_conditioner	1230	1.6					7534
aharnos@condax.com	9	Surzapefax WorldWide		water_heater	electric						12.9	124	6972
aharnos@condax.com	10	Intinicower	Frowerex	air_handler		air_conditioner	770	3.0					8213
aharnos@condax.com	11	Frosipazz International Company	Monmunackazz	air_handler	electric	heater,heatpump	650		24.1	24.3			12168
aharnos@condax.com	12	Trutumefentor International	Raphupilax	air_handler	gas	heater	730						6439
aharoldson@sumace.com	1	Lomrobopower WorldWide	Grosapegover	air_handler	thermosolar	heater	1110						9632
aheintzman@groovestreet.com	1	Suppickor		water_heater	electric						64.0	137	7200
aheintzman@groovestreet.com	2	Unsipexar WorldWide	Wintumexover	air_handler		heatpump	810		21.2	34.6			6796
aheintzman@groovestreet.com	3	Klidudentor Direct	Haptumentor	air_handler		air_conditioner,heatpump	1680	4.1	21.2	26.7			11067
aheintzman@groovestreet.com	4	Parveninor Direct Corp.		air_handler	electric	heater	1410						5542
aherritt@dambase.com	1	Suppebazz		air_handler	electric	heatpump,heater	1480		21.2	48.6			6778
aherritt@dambase.com	2	Grosapantor Direct	Inpickaquan	water_heater	electric						58.5	99	3780
aherritt@dambase.com	3	Varkilantor International		air_handler	gas	heater	670						6340
ahiatt@groovestreet.com	1	Upnipommower International	Klivenollor	water_heater	fuel oil						29.7	141	6585
ahiatt@groovestreet.com	2	Tiperex  Group	Endbanilazz	air_handler	electric	air_conditioner,heater,heatpump	680	12.5	25.8	22.2			11807
ahiatt@groovestreet.com	3	Tuperar Direct	Winsipedgover	air_handler		heatpump	710		22.5	38.4			6579
ahiatt@groovestreet.com	4	Varwerinazz		water_heater	electric						22.6	99	7843
ahiatt@groovestreet.com	5	Klifropover International	Dopzapexor	air_handler		air_conditioner	590	2.6					6404
ahiatt@groovestreet.com	6	Tuppickor  Group	Qwiquestin	air_handler	thermosolar	heater	1760						7719
ahiatt@groovestreet.com	7	Emwerpicator  Inc	Surpebicator	air_handler		heatpump	690		17.2	36.1			6600
ahidvegi@goodsilron.com	1	Qwizapepan WorldWide Corp.	Trupickin	air_handler		heatpump	820		17.7	46.0			17620
ahoffis@singletechno.com	1	Thrukilicex	Parwerpover	air_handler		air_conditioner	620	6.6					12239
ahollack@sonron.com	1	Varwerin International Corp.	Hapglibistor	air_handler		air_conditioner	1280	2.9					7350
ahollack@sonron.com	2	Happebantor	Grobanican	water_heater	gas						19.3	112	5550
ahollack@sonron.com	3	Trurobax Direct Company	Rejubicover	air_handler	electric	heater	1620						6142
ahoneywell@statholdings.com	1	Unrobexower  Corp.		water_heater	electric						73.1		12007
ahoopengardner@toughzap.com	1	Klieregower WorldWide	Tipdudican	air_handler		air_conditioner	1270	2.6					7612
ahudnall@rangreen.com	1	Ciptumeficator  Corp.	Supcadewax	water_heater	electric						11.8	114	11003
ahudnall@rangreen.com	2	Reglibedgower	Supzaponentor	air_handler		heatpump	970		18.5	55.2			11184
ahudnall@rangreen.com	3	Intanazz Direct Company	Partinedover	air_handler		air_conditioner	1700	3.8					11680
ainouye@blackzim.com	1	Lomjubplower	Hapmunistor	water_heater	gas						13.8		16919
ainouye@golddex.com	1	Parwerupor  Corp.		air_handler	electric	heater	1330						12766
aisenhower@ontomedia.com	1	Frojubicator	Barpickexistor	air_handler		air_conditioner	1830	0.9					990
aiturbide@dambase.com	1	Trueregentor Holdings Group	Empebamantor	air_handler		air_conditioner	910	14.1					6216
aiturbide@dambase.com	2	Winfropanover International		air_handler		heatpump	850		29.0	30.1			6954
aiturbide@dambase.com	3	Partanommower	Lomericor	water_heater	electric						63.9	149	9473
aiturbide@year-job.com	1	Happebegower		air_handler		air_conditioner	2010	3.0					8387
aiturbide@year-job.com	2	Inwerpanistor Holdings	Zeedudewazz	air_handler		air_conditioner	560	2.7					7196
aiturbide@year-job.com	3	Intanaquistor Direct Inc	Survenin	air_handler	gas	heater	1370						7963
ajacobos@streethex.com	1	Qwidimower International	Zeevenackor	air_handler		heatpump	560		23.5	42.4			5910
ajacobos@streethex.com	2	Qwidimilicator		air_handler	electric	heater	1640						9224
ajacobos@streethex.com	3	Varerefin WorldWide		water_heater	fuel oil						47.5	93	6835
ajacobos@streethex.com	4	Lomglibower Holdings	Emsapewicator	water_heater	gas						25.8	138	7047
ajacobos@streethex.com	5	Monpickedgazz International		air_handler		air_conditioner,heatpump	570	3.5	26.7	57.2			13192
ajacobos@streethex.com	6	Adnipover Holdings		air_handler	thermosolar	heater	910						6686
ajillson@condax.com	1	Montanonor Direct Corp.	Hapsapupin	air_handler		heatpump	1300		23.9	42.7			11362
ajillson@goodsilron.com	1	Rapdudackower Holdings Group	Adsapex	air_handler		air_conditioner,heatpump	810	2.0	24.3	50.0			7020
ajulia@ontomedia.com	1	Dopsipegentor Direct	Surmunantor	air_handler		heatpump	1520		20.3	38.3			11025
ajulia@ontomedia.com	2	Renipicator WorldWide	Adfropommar	water_heater	electric						37.7	134	10960
ajulia@ontomedia.com	3	Hapdudower Holdings Company	Endcadaman	air_handler	electric	heater	1070						8668
ajurney@ontomedia.com	1	Unvenefor  Group	Inrobupor	air_handler		heatpump	640		16.5	52.0			4988
ajurney@ontomedia.com	2	Endmunewicator  Group	Suprobinor	air_handler		air_conditioner	690	1.3					5141
ajurney@ontomedia.com	3	Upwerpanex Direct Inc	Qwihupamistor	air_handler		air_conditioner	910	1.6					6051
ajurney@ontomedia.com	4	Dopsipentor Direct Corp.	Lomglibistor	air_handler		air_conditioner,heatpump	770	1.9	19.6	32.2			8551
ajuvera@fasehatice.com	1	Surquestilistor  Corp.	Thrusapollistor	air_handler	gas	heater	690						5424
ajuvera@fasehatice.com	2	Truhupor Direct	Surtumommex	air_handler	electric	heater	1960						5227
ajuvera@fasehatice.com	3	Trubanantor WorldWide	Tuphupimar	air_handler	electric	heater	1890						5774
ajuvera@fasehatice.com	4	Suppickor	Endwerupor	water_heater	electric						13.9	98	5834
ajuvera@rantouch.com	1	Unquestor Direct Inc	Surbanedgower	air_handler	gas	air_conditioner,heater	1720	3.7					6242
akalafatis@conecom.com	1	Parnipaquistor WorldWide	Monquestackantor	air_handler	electric	heater	720						6928
akalafatis@conecom.com	2	Tippebantor WorldWide		air_handler		heatpump	1810		20.4	51.4			7373
akalafatis@conecom.com	3	Klizapin	Trupickentor	air_handler	electric	heater	980						6805
akalafatis@conecom.com	4	Parsipicator  Company	Resipewover	air_handler		air_conditioner	500	1.6					6804
akalafatis@conecom.com	5	Frosipazz International Company	Trubanackistor	air_handler	electric	heater,heatpump	2060		21.8	42.9			8643
akalafatis@conecom.com	6	Uphupentor Direct	Lomtinollar	air_handler		heatpump	2010		16.8	53.6			6068
akalafatis@conecom.com	7	Parrobollazz		air_handler	gas	heater	1720						7921
akalafatis@conecom.com	8	Empickadin	Klijubantor	air_handler		air_conditioner	1870	1.5					6008
akalafatis@conecom.com	9	Monjubin	Inkilor	air_handler	electric	air_conditioner,heater	470	9.3					10585
akalafatis@conecom.com	10	Hapmunentor Holdings	Zeerobicator	water_heater	gas						53.6	183	5847
akannady@mathtouch.com	1	Tupnipower WorldWide	Endjubopor	air_handler	gas	heater	1010						6329
akannady@mathtouch.com	2	Thrupickadicator WorldWide		air_handler	electric	heater	540						8712
akannady@mathtouch.com	3	Vartumadax Direct Group	Emeromman	water_heater	electric						19.6	105	6926
akannady@mathtouch.com	4	Emwerpentor Direct Corp.		air_handler		air_conditioner	1220	1.6					8079
akarpel@green-plus.com	1	Embanicower Holdings		air_handler	electric	air_conditioner,heater,heatpump	1560	2.5	24.7	38.6			5622
akarpel@green-plus.com	2	Sursipicator  Group	Inpeban	air_handler		air_conditioner	1760	0.9					4088
